Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,83,United Continental Holdings,http://www.unitedcontinentalholdings.com,88000,Transportation,Airlines,"Chicago, IL",233 S. Wacker Dr.,Chicago,IL,60606,872-825-4000,Oscar Munoz,Chief Executive Officer & Director,"233 S. Wacker Dr., Chicago, IL 60606",UAL,"United Continental Holdings, Inc.",36556,2263,40140
2015,79,United Continental Holdings,http://www.unitedcontinentalholdings.com,88000,Transportation,Airlines,"Chicago, IL",233 S. Wacker Dr.,Chicago,IL,60606,872-825-4000,Oscar Munoz,Chief Executive Officer & Director,"233 S. Wacker Dr., Chicago, IL 60606",UAL,United Continental Holdings,36556,40140,2263
2017,325,United Natural Foods,http://www.unfi.com,9554,Wholesalers,Wholesalers: Food and Grocery,"Providence, RI",313 Iron Horse Way,Providence,RI,2908,401-528-8634,Steven L. Spinner,"Chairman, President & Chief Executive Officer","313 Iron Horse Way, Providence, RI 02908",UNFI,"United Natural Foods, Inc.",8470,125.8,2852
2015,397,United Natural Foods,http://www.unfi.com,9554,Wholesalers,Wholesalers: Food and Grocery,"Providence, RI",313 Iron Horse Way,Providence,RI,2908,401-528-8634,Steven L. Spinner,"Chairman, President & Chief Executive Officer","313 Iron Horse Way, Providence, RI 02908",UNFI,United Natural Foods,8470,2852,126
2017,452,United Rentals,http://www.unitedrentals.com,12500,Business Services,Miscellaneous,"Stamford, CT",100 First Stamford Place,Stamford,CT,6902,203-622-3131,Michael J. Kneeland,"President, Chief Executive Officer & Director","100 First Stamford Place, Stamford, CT 06902",URI,"United Rentals, Inc.",5762,566,11988
2015,461,United Rentals,http://www.unitedrentals.com,12500,Business Services,Miscellaneous,"Stamford, CT",100 First Stamford Place,Stamford,CT,6902,203-622-3131,Michael J. Kneeland,"President, Chief Executive Officer & Director","100 First Stamford Place, Stamford, CT 06902",URI,United Rentals,5762,11988,566
2017,279,United States Steel,http://www.ussteel.com,29800,Materials,Metals,"Pittsburgh, PA",600 Grant St.,Pittsburgh,PA,15219,412-433-1121,David B. Burritt,"President, Chief Executive Officer & Director","600 Grant St., Pittsburgh, PA 15219",X,United States Steel Corporation,10261,-440,9160
2015,176,United States Steel,http://www.ussteel.com,29800,Materials,Metals,"Pittsburgh, PA",600 Grant St.,Pittsburgh,PA,15219,412-433-1121,David B. Burritt,"President, Chief Executive Officer & Director","600 Grant St., Pittsburgh, PA 15219",X,United States Steel,10261,9160,-440
2017,50,United Technologies,http://www.utc.com,201600,Aerospace & Defense,Aerospace and Defense,"Farmington, CT",10 Farm Springs Rd.,Farmington,CT,6032,860-728-7000,Gregory J. Hayes,"Chairman, President & Chief Executive Officer","10 Farm Springs Rd., Farmington, CT 06032",UTX,United Technologies Corporation,57244,5055,89706
2015,45,United Technologies,http://www.utc.com,201600,Aerospace & Defense,Aerospace and Defense,"Farmington, CT",10 Farm Springs Rd.,Farmington,CT,6032,860-728-7000,Gregory J. Hayes,"Chairman, President & Chief Executive Officer","10 Farm Springs Rd., Farmington, CT 06032",UTX,United Technologies,57244,89706,5055
2017,6,UnitedHealth Group,http://www.unitedhealthgroup.com,230000,Health Care,Health Care: Insurance and Managed Care,"Minnetonka, MN",9900 Bren Rd. E.,Minnetonka,MN,55343,952-936-1300,Stephen J. Hemsley,Chief Executive Officer & Director,"9900 Bren Rd. E., Minnetonka, MN 55343",UNH,UnitedHealth Group Incorporated,184840,7017,122810
2015,14,UnitedHealth Group,http://www.unitedhealthgroup.com,230000,Health Care,Health Care: Insurance and Managed Care,"Minnetonka, MN",9900 Bren Rd. E.,Minnetonka,MN,55343,952-936-1300,Stephen J. Hemsley,Chief Executive Officer & Director,"9900 Bren Rd. E., Minnetonka, MN 55343",UNH,UnitedHealth Group,184840,122810,7017
2017,338,Univar,http://www.univar.com,8700,Wholesalers,Wholesalers: Diversified,"Downers Grove, IL",3075 Highland Pkwy.,Downers Grove,IL,60515,331-777-6000,Stephen D. Newlin,"Chairman, President & Chief Executive Officer","3075 Highland Pkwy., Downers Grove, IL 60515",UNVR,Univar Inc.,8074,-68.4,5390
2017,276,Universal Health Services,http://www.uhsinc.com,70863,Health Care,Health Care: Medical Facilities,"King of Prussia, PA",367 S. Gulph Rd.,King of Prussia,PA,19406,610-768-3300,Alan B. Miller,Chairman & Chief Executive Officer,"367 S. Gulph Rd., King of Prussia, PA 19406",UHS,"Universal Health Services, Inc.",10508,702.4,10318
2015,324,Universal Health Services,http://www.uhsinc.com,70863,Health Care,Health Care: Medical Facilities,"King of Prussia, PA",367 S. Gulph Rd.,King of Prussia,PA,19406,610-768-3300,Alan B. Miller,Chairman & Chief Executive Officer,"367 S. Gulph Rd., King of Prussia, PA 19406",UHS,Universal Health Services,9766,10318,702
2017,258,Unum Group,http://www.unum.com,9400,Financials,"Insurance: Life, Health (Stock)","Chattanooga, TN",1 Fountain Sq.,Chattanooga,TN,37402,423-294-1011,Richard P. McKenney,"President, Chief Executive Officer & Director","1 Fountain Sq., Chattanooga, TN 37402",UNM,Unum Group,11047,931.4,61942
2015,279,Unum Group,http://www.unum.com,9400,Financials,"Insurance: Life, Health (Stock)","Chattanooga, TN",1 Fountain Sq.,Chattanooga,TN,37402,423-294-1011,Richard P. McKenney,"President, Chief Executive Officer & Director","1 Fountain Sq., Chattanooga, TN 37402",UNM,Unum Group,11047,61942,931
2017,46,UPS,http://www.ups.com,335520,Transportation,"Mail, Package, and Freight Delivery","Atlanta, GA",55 Glenlake Pkwy. N.E.,Atlanta,GA,30328,404-828-6000,David P. Abney,Chairman & Chief Executive Officer,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",UPS,"United Parcel Service, Inc.",60906,3431,40377
2015,47,UPS,http://www.ups.com,335520,Transportation,"Mail, Package, and Freight Delivery","Atlanta, GA",55 Glenlake Pkwy. N.E.,Atlanta,GA,30328,404-828-6000,David P. Abney,Chairman & Chief Executive Officer,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",UPS,UPS,60906,40377,3431
2017,124,US Foods Holding,http://www.usfoods.com,25000,Wholesalers,Wholesalers: Food and Grocery,"Rosemont, IL",9399 W. Higgins Rd.,Rosemont,IL,60018,847-720-8000,Pietro Satriano,"President, Chief Executive Officer & Director","9399 W. Higgins Rd., Rosemont, IL 60018",USFD,US Foods Holding Corp.,22919,209.8,8945
2017,102,USAA,http://www.usaa.com,29943,Financials,Insurance: Property and Casualty (Stock),"San Antonio, TX",9800 Fredericksburg Rd.,San Antonio,TX,78288,210-498-2211,Stuart Parker,"President, Chief Executive Officer & Director","9800 Fredericksburg Rd., San Antonio, TX 78288",FOXA,United Services Automobile Association,27131,1779.1,147290
2015,122,USAA,http://www.usaa.com,29943,Financials,Insurance: Property and Casualty (Stock),"San Antonio, TX",9800 Fredericksburg Rd.,San Antonio,TX,78288,210-498-2211,Stuart Parker,"President, Chief Executive Officer & Director","9800 Fredericksburg Rd., San Antonio, TX 78288",FOXA,USAA,27326,48365,2755
2017,37,Valero Energy,http://www.valero.com,9996,Energy,Petroleum Refining,"San Antonio, TX",1 Valero Way,San Antonio,TX,78249,210-345-2000,Joseph W. Gorder,"Chairman, President & Chief Executive Officer","1 Valero Way, San Antonio, TX 78249",VLO,Valero Energy Corporation,70166,2289,46173
2015,13,Valero Energy,http://www.valero.com,9996,Energy,Petroleum Refining,"San Antonio, TX",1 Valero Way,San Antonio,TX,78249,210-345-2000,Joseph W. Gorder,"Chairman, President & Chief Executive Officer","1 Valero Way, San Antonio, TX 78249",VLO,Valero Energy,75659,46173,2289
2017,331,Veritiv,http://www.veritivcorp.com,8700,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",1000 Abernathy Rd. N.E.,Atlanta,GA,30328,770-391-8200,Mary A. Laschinger,Chairman & Chief Executive Officer,"1000 Abernathy Rd. N.E., Atlanta, GA 30328",VRTV,Veritiv Corp,8327,21,2484
2017,14,Verizon,http://www.verizon.com,160900,Telecommunications,Telecommunications,"New York, NY",1095 Ave. of the Americas,New York,NY,10036,212-395-1000,Lowell C. McAdam,Chairman & Chief Executive Officer,"1095 Ave. of the Americas, New York, NY 10036",VZ,Verizon Communications Inc.,125980,13127,244180
2015,15,Verizon,http://www.verizon.com,160900,Telecommunications,Telecommunications,"New York, NY",1095 Ave. of the Americas,New York,NY,10036,212-395-1000,Lowell C. McAdam,Chairman & Chief Executive Officer,"1095 Ave. of the Americas, New York, NY 10036",VZ,Verizon,125980,244180,13127
2017,230,VF,http://www.vfc.com,69000,Apparel,Apparel,"Greensboro, NC",105 Corporate Center Blvd.,Greensboro,NC,27408,336-424-6000,Steven E. Rendle,"President, Chief Executive Officer & Director","105 Corporate Center Blvd., Greensboro, NC 27408",VFC,V.F. Corporation,12207,1074.1,9739
2015,248,VF,http://www.vfc.com,69000,Apparel,Apparel,"Greensboro, NC",105 Corporate Center Blvd.,Greensboro,NC,27408,336-424-6000,Steven E. Rendle,"President, Chief Executive Officer & Director","105 Corporate Center Blvd., Greensboro, NC 27408",VFC,VF,12019,9739,1074
2017,224,Viacom,http://www.viacom.com,9650,Media,Entertainment,"New York, NY",1515 Broadway,New York,NY,10036,212-258-6000,Robert Bakish,"President, Chief Executive Officer & Director","1515 Broadway, New York, NY 10036",VIAB,Viacom Inc.,12488,1438,22508
2015,222,Viacom,http://www.viacom.com,9650,Media,Entertainment,"New York, NY",1515 Broadway,New York,NY,10036,212-258-6000,Robert Bakish,"President, Chief Executive Officer & Director","1515 Broadway, New York, NY 10036",VIAB,Viacom,12019,9739,1074
2017,187,Visa,http://www.visa.com,14200,Business Services,Financial Data Services,"Foster City, CA",900 Metro Center Blvd.,Foster City,CA,94404,650-432-3200,Alfred F. Kelly Jr.,Chief Executive Officer & Director,"900 Metro Center Blvd., Foster City, CA 94404",V,Visa Inc.,15082,5991,64035
2015,238,Visa,http://www.visa.com,14200,Business Services,Financial Data Services,"Foster City, CA",900 Metro Center Blvd.,Foster City,CA,94404,650-432-3200,Alfred F. Kelly Jr.,Chief Executive Officer & Director,"900 Metro Center Blvd., Foster City, CA 94404",V,Visa,15082,64035,5991
2017,499,Vistra Energy,http://www.vistraenergy.com,4431,Energy,Energy,"Dallas, TX",1601 Bryan St.,Dallas,TX,75201,214-812-4600,Curtis A. Morgan,"President, Chief Executive Officer & Director","1601 Bryan St., Dallas, TX 75201",VST,Vistra Energy Corp.,5164,-214.3,15167
2017,266,Voya Financial,http://www.voya.com,6700,Financials,Diversified Financials,"New York, NY",230 Park Ave.,New York,NY,10169,212-309-8200,Rodney O. Martin Jr.,Chairman & Chief Executive Officer,"230 Park Ave., New York, NY 10169",VOYA,"Voya Financial, Inc.",10782,-428,214235
2015,268,Voya Financial,http://www.voya.com,6700,Financials,Diversified Financials,"New York, NY",230 Park Ave.,New York,NY,10169,212-309-8200,Rodney O. Martin Jr.,Chairman & Chief Executive Officer,"230 Park Ave., New York, NY 10169",VOYA,Voya Financial,10782,214235,-428
2017,354,W.R. Berkley,http://www.wrberkley.com,7608,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",475 Steamboat Rd.,Greenwich,CT,6830,203-629-3000,W. Robert Berkley Jr.,"President, Chief Executive Officer & Director","475 Steamboat Rd., Greenwich, CT 06830",WRB,W.R. Berkley Corporation,7654,601.9,23365
2015,385,W.R. Berkley,http://www.wrberkley.com,7608,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",475 Steamboat Rd.,Greenwich,CT,6830,203-629-3000,W. Robert Berkley Jr.,"President, Chief Executive Officer & Director","475 Steamboat Rd., Greenwich, CT 06830",WRB,W.R. Berkley,7654,23365,602
2017,282,W.W. Grainger,http://www.grainger.com,25000,Wholesalers,Wholesalers: Diversified,"Lake Forest, IL",100 Grainger Pkwy.,Lake Forest,IL,60045,847-535-1000,D.G. Macpherson,Chief Executive Officer & Director,"100 Grainger Pkwy., Lake Forest, IL 60045",GWW,"W.W. Grainger, Inc.",10137,605.9,5694
2015,290,W.W. Grainger,http://www.grainger.com,25000,Wholesalers,Wholesalers: Diversified,"Lake Forest, IL",100 Grainger Pkwy.,Lake Forest,IL,60045,847-535-1000,D.G. Macpherson,Chief Executive Officer & Director,"100 Grainger Pkwy., Lake Forest, IL 60045",GWW,W.W. Grainger,10137,5694,606
2017,17,Walgreens Boots Alliance,http://www.walgreensbootsalliance.com,300000,Food & Drug Stores,Food and Drug Stores,"Deerfield, IL",108 Wilmot Rd.,Deerfield,IL,60015,847-315-2500,Stefano Pessina,"President, Chief Executive Officer & Director","108 Wilmot Rd., Deerfield, IL 60015",WBA,"Walgreens Boots Alliance, Inc",117351,4173,72688
2017,1,Walmart,http://www.walmart.com,2300000,Retailing,General Merchandisers,"Bentonville, AR",702 S.W. Eighth St.,Bentonville,AR,72716,479-273-4000,C. Douglas McMillon,"President, Chief Executive Officer & Director","702 S.W. Eighth St., Bentonville, AR 72716",WMT,"Wal-Mart Stores, Inc.",485873,13643,198825
2015,1,Walmart,http://www.walmart.com,2300000,Retailing,General Merchandisers,"Bentonville, AR",702 S.W. Eighth St.,Bentonville,AR,72716,479-273-4000,C. Douglas McMillon,"President, Chief Executive Officer & Director","702 S.W. Eighth St., Bentonville, AR 72716",WMT,Walmart,485873,198825,13643
2017,201,Waste Management,http://www.wm.com,41200,Business Services,Waste Management,"Houston, TX",1001 Fannin St.,Houston,TX,77002,713-512-6200,James C. Fish Jr.,"President, Chief Executive Officer & Director","1001 Fannin St., Houston, TX 77002",WM,"Waste Management, Inc.",13609,1182,20859
2015,217,Waste Management,http://www.wm.com,41200,Business Services,Waste Management,"Houston, TX",1001 Fannin St.,Houston,TX,77002,713-512-6200,James C. Fish Jr.,"President, Chief Executive Officer & Director","1001 Fannin St., Houston, TX 77002",WM,Waste Management,13609,20859,1182
2017,368,WEC Energy Group,http://www.wecenergygroup.com,8074,Energy,Utilities: Gas and Electric,"Milwaukee, WI",231 W. Michigan St.,Milwaukee,WI,53203,414-221-2345,Allen L. Leverett,"President, Chief Executive Officer & Director","231 W. Michigan St., Milwaukee, WI 53203",WEC,"WEC Energy Group, Inc.",7472,939,30123
2017,195,WellCare Health Plans,http://www.wellcare.com,7400,Health Care,Health Care: Insurance and Managed Care,"Tampa, FL",8725 Henderson Rd.,Tampa,FL,33634,813-290-6200,Kenneth A. Burdick,Chief Executive Officer & Director,"8725 Henderson Rd., Tampa, FL 33634",WCG,"WellCare Health Plans, Inc.",14237,242.1,6153
2015,234,WellCare Health Plans,http://www.wellcare.com,7400,Health Care,Health Care: Insurance and Managed Care,"Tampa, FL",8725 Henderson Rd.,Tampa,FL,33634,813-290-6200,Kenneth A. Burdick,Chief Executive Officer & Director,"8725 Henderson Rd., Tampa, FL 33634",WCG,WellCare Health Plans,14237,6153,242
2017,25,Wells Fargo,http://www.wellsfargo.com,269100,Financials,Commercial Banks,"San Francisco, CA",420 Montgomery St.,San Francisco,CA,94163,866-878-5865,Timothy J. Sloan,"President, Chief Executive Officer & Director","420 Montgomery St., San Francisco, CA 94163",WFC,Wells Fargo & Company,94176,21938,1930115
2017,373,WESCO International,http://www.wesco.com,9000,Wholesalers,Wholesalers: Diversified,"Pittsburgh, PA",225 W. Station Square Dr.,Pittsburgh,PA,15219,412-454-2200,John J. Engel,"Chairman, President & Chief Executive Officer","225 W. Station Square Dr., Pittsburgh, PA 15219",WCC,"WESCO International, Inc.",7336,101.6,4491
2015,360,WESCO International,http://www.wesco.com,9000,Wholesalers,Wholesalers: Diversified,"Pittsburgh, PA",225 W. Station Square Dr.,Pittsburgh,PA,15219,412-454-2200,John J. Engel,"Chairman, President & Chief Executive Officer","225 W. Station Square Dr., Pittsburgh, PA 15219",WCC,WESCO International,7336,4491,102
2017,483,Western & Southern Financial Group,http://www.westernsouthern.com,2178,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",400 Broadway,Cincinnati,OH,45202,513-629-1800,John F. Barrett,"Chairman, President & Chief Executive Officer","400 Broadway, Cincinnati, OH 45202",CC,Western & Southern Mutual Holding Company,5398,241.2,43831
2015,481,Western & Southern Financial Group,http://www.westernsouthern.com,2178,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",400 Broadway,Cincinnati,OH,45202,513-629-1800,John F. Barrett,"Chairman, President & Chief Executive Officer","400 Broadway, Cincinnati, OH 45202",CC,Western & Southern Financial Group,13166,24238,1261
2017,217,Western Digital,http://www.westerndigital.com,72878,Technology,Computer Peripherals,"Irvine, CA",3355 Michelson Dr.,Irvine,CA,92612,949-672-7000,Stephen D. Milligan,Chief Executive Officer & Director,"3355 Michelson Dr., Irvine, CA 92612",WDC,Western Digital Corporation,12994,242,32862
2015,205,Western Digital,http://www.westerndigital.com,72878,Technology,Computer Peripherals,"Irvine, CA",3355 Michelson Dr.,Irvine,CA,92612,949-672-7000,Stephen D. Milligan,Chief Executive Officer & Director,"3355 Michelson Dr., Irvine, CA 92612",WDC,Western Digital,12994,32862,242
2017,349,Western Refining,http://www.wnr.com,7134,Energy,Petroleum Refining,"El Paso, TX",212 N. Clark Dr.,El Paso,TX,79905,915-534-1400,Gregory J. Goff,Chief Executive Officer & Director,"212 N. Clark Dr., El Paso, TX 79905",FL,"Western Refining, Inc.",7743,124.9,5560
2015,204,Western Refining,http://www.wnr.com,7134,Energy,Petroleum Refining,"El Paso, TX",212 N. Clark Dr.,El Paso,TX,79905,915-534-1400,Gregory J. Goff,Chief Executive Officer & Director,"212 N. Clark Dr., El Paso, TX 79905",FL,Western Refining,7766,3840,664
2017,478,Western Union,http://www.westernunion.com,10700,Business Services,Financial Data Services,"Englewood, CO",12500 E. Belford Ave.,Englewood,CO,80112,866-405-5012,Hikmet Ersek,"President, Chief Executive Officer & Director","12500 E. Belford Ave., Englewood, CO 80112",WU,The Western Union Company,5423,253.2,9420
2015,468,Western Union,http://www.westernunion.com,10700,Business Services,Financial Data Services,"Englewood, CO",12500 E. Belford Ave.,Englewood,CO,80112,866-405-5012,Hikmet Ersek,"President, Chief Executive Officer & Director","12500 E. Belford Ave., Englewood, CO 80112",WU,Western Union,5423,9420,253
2017,190,WestRock,http://www.westrock.com,39000,Materials,"Packaging, Containers","Richmond, VA",501 S. Fifth St.,Richmond,VA,23219,804-444-1000,Steven C. Voorhees,Chief Executive Officer & Director,"501 S. Fifth St., Richmond, VA 23219",WRK,WestRock Company,14706,-396.3,23038
2015,293,WestRock,http://www.westrock.com,39000,Materials,"Packaging, Containers","Richmond, VA",501 S. Fifth St.,Richmond,VA,23219,804-444-1000,Steven C. Voorhees,Chief Executive Officer & Director,"501 S. Fifth St., Richmond, VA 23219",WRK,WestRock,14172,23038,-396
2017,341,Weyerhaeuser,http://www.weyerhaeuser.com,10400,Materials,Forest and Paper Products,"Seattle, WA",220 Occidental Ave. S.,Seattle,WA,98104,206-539-3000,Doyle R. Simons,"President, Chief Executive Officer & Director","220 Occidental Ave. S., Seattle, WA 98104",WY,Weyerhaeuser Company,7902,1027,19243
